name,class,image_path,caption_en,split,philosophy_en,philosophy_core
tujuh_rupa90.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa90.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, red, orange, yellow, purple, and gold. The dominant motifs include stylized flowers and leaves, some resembling lotus blossoms, with intricate petal-like structures. These floral elements are interspersed with abstract ornaments and small decorative elements. The motifs appear in various sizes and orientations, creating a dynamic yet balanced composition across the fabric. The arrangement includes repeated patterns of these motifs, arranged in a way that emphasizes their symmetry and harmony within the overall design.",val,"In Pekalongan's coastal tradition, the Tujuh Rupa motif represents openness to the world, graceful adaptability, and harmony across cultures.","eloquence, adaptability, cultural openness, peaceful diversity"
sekarjagad8.jpg,sekarjagad,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sekarjagad8.jpg,"The batik fabric features the sekarjagad motif, characterized by a white background and vibrant motifs in shades of red, blue, green, yellow, purple, and pink. The dominant motifs include stylized leaves, flowers, and abstract geometric shapes such as circles, triangles, and zigzags. Small dots and short lines are interspersed throughout the design, adding texture and detail. The motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical and balanced layout. The overall structure appears to be organized into rows and columns, ensuring uniformity and harmony within the design.",val,"The philosophical meaning of the Sekarjagad motif reflects the beauty of diversity, universal harmony, and radiant coexistence.","beauty of diversity, universal harmony, radiance, coexistence"
tuntrum105.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum105.jpg,"The batik fabric features the tuntrum motif, characterized by a dark blue background and gold and white motifs. The dominant motifs consist of star-like shapes with radiating lines, resembling sunbursts, arranged symmetrically across the fabric. These stars are interspersed with small white flower-like shapes scattered throughout. The fabric displays a repeating pattern where each star motif is surrounded by smaller white flowers, creating a harmonious and balanced design. The overall layout follows a grid-like structure, ensuring uniformity and symmetry in the placement of these motifs.",val,"The philosophical meaning of the Truntum motif reflects sincere love, quiet devotion, and renewal of affection through patience.","sincere love, devotion, renewal of affection, patience"
bokor_kencono19.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono19.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark brown background and white motifs. The dominant motifs include teardrop-shaped elements with intricate floral designs at their centers, surrounded by swirling patterns resembling leaves or petals. These teardrops are arranged in a grid-like pattern, creating a symmetrical and repetitive design across the fabric. Small dots and short lines act as isen-isen elements, filling the spaces between the larger motifs and adding texture to the overall pattern.",val,"Traditionally, the Bokor Kencono motif symbolizes dignity, wisdom, and enduring authority.","dignity, wisdom, authority, noble character"
sidomulyo142.jpg,sidomulyo,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomulyo142.jpg,"The batik fabric features the sidomulyo motif, characterized by a white background and brown motifs. The dominant motifs include stylized flowers with petal-like extensions and small decorative elements resembling leaves or buds. These floral elements are interspersed with small, symmetrical shapes that resemble boxes or rectangular forms, each adorned with intricate patterns on their tops. The motifs are arranged in a repetitive pattern, creating a grid-like structure where each element is evenly spaced and oriented consistently throughout the fabric. The overall design exhibits a high degree of symmetry, with motifs aligned both horizontally and vertically, ensuring a balanced and harmonious appearance.",val,"Traditionally, the Sidomulyo motif symbolizes glory, enduring honour, and a life of inner mastery.","glory, enduring honour, inner mastery, dignified life"
tuntrum85.jpg,tuntrum,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tuntrum85.jpg,"The batik fabric features the tuntrum motif, characterized by a dark brown background and gold motifs. The dominant motifs appear as small, star-like shapes scattered across the fabric. These stars have a central point surrounded by radiating lines, creating a symmetrical pattern. The gold stars contrast sharply against the dark brown backdrop. Small white dots are interspersed between the gold stars, adding texture and depth to the design. The motifs repeat consistently throughout the fabric, arranged in a grid-like pattern with equal spacing between each element. The overall layout maintains horizontal and vertical symmetry, ensuring a balanced and harmonious appearance.",val,"In Surakarta royal tradition, the Truntum motif represents unconditional love, the rekindling of affection, and parental guidance.","sincere love, devotion, renewal of affection, patience"
liong49.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong49.jpeg,"The batik fabric features the liong motif, characterized by a deep maroon background and vibrant floral motifs. The dominant motifs include stylized flowers with intricate petal patterns in shades of blue, pink, yellow, and white, interspersed with smaller decorative elements such as leaves and buds. These floral designs are arranged symmetrically across the fabric, creating a balanced and harmonious pattern. The motifs repeat consistently throughout the piece, with some overlapping slightly for added depth. There are no visible isen-isen elements like small dots or short lines within these larger floral designs. The overall layout follows a grid-like structure, ensuring uniformity and clarity in the design's placement on the fabric.",val,"The philosophical meaning of the Liong motif reflects divine power, protection, and the blessing of prosperity.","divine power, protection, prosperity, celestial benevolence"
tribusono86.jpg,tribusono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tribusono86.jpg,"The batik fabric features the tribusono motif, characterized by a white background and gold, blue, and brown motifs. The dominant motifs include intricate floral elements such as lotuses and leaves, along with swirling patterns resembling waves or clouds. These motifs are interspersed with small, detailed fillers that add texture and depth to the design. The arrangement of these motifs appears random yet harmonious, with some areas densely packed while others have more open spaces. The overall layout shows a mix of vertical and horizontal orientations, creating a balanced and visually engaging composition.",val,"In Surakarta batik tradition, the Tribusono motif represents the balance of physical, social, and spiritual dimensions of life.","regeneration, harmony, cultural continuity, ecological awareness"
sidomukti63.jpg,sidomukti,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti63.jpg,"The batik fabric features the sidomukti motif, characterized by a golden-brown background and black motifs. The dominant motifs consist of stylized leaves and flowers arranged symmetrically within diamond-shaped frames. Each frame contains intricate patterns resembling small dots and lines, creating a detailed texture within each leaf or flower shape. These motifs repeat consistently throughout the fabric, forming a grid-like pattern where the diamonds overlap slightly at their edges. The overall layout maintains a balanced and harmonious arrangement, emphasizing the symmetrical design typical of the sidomukti motif.",val,"The philosophical meaning of the Sidomukti motif reflects enduring happiness, fulfilment, prosperity, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness"
betawi81.jpg,betawi,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi81.jpg,"The batik fabric features the betawi motif, characterized by a black background and red, yellow, white, and green motifs. The dominant motifs include stylized human figures wearing traditional attire, adorned with intricate patterns on their clothing. These figures are interspersed with floral elements featuring white petals and green leaves, creating a harmonious balance between the human and natural themes. Small white dots and short lines act as isen-isen elements, adding texture and detail throughout the design. The motifs are arranged symmetrically along the length of the fabric, with repeated patterns ensuring a cohesive and visually appealing layout.",val,"In Betawi culture, the Betawi motif represents cross-cultural harmony, communal cheerfulness, and pride in a diverse urban identity.","multicultural openness, communal harmony, joyful identity, cultural pride"
mega_mendung132.png,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung132.png,"The batik fabric features the mega_mendung motif, characterized by a white background and blue motifs. The dominant motifs consist of stylized leaves with intricate curving lines forming swirling patterns. These leaves are arranged in a repetitive pattern across the fabric, creating a seamless design. The motifs are oriented in various directions but maintain a consistent spacing and alignment throughout the piece. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; they are purely ornamental and do not disrupt the overall flow of the design.",val,"The philosophical meaning of the Mega Mendung motif reflects patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection"
kawung64.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung64.jpg,"The batik fabric features the kawung motif, characterized by a white background and blue motifs. The dominant motifs consist of interconnected leaf-like shapes arranged in a repeating pattern. Each motif includes small dots within its curves, adding intricate detail. The motifs are evenly spaced and aligned horizontally and vertically, creating a symmetrical grid-like arrangement across the entire fabric.",val,"The philosophical meaning of the Kawung motif reflects purity of heart, self-mastery, and moral balance in life.","purity of heart, self-mastery, life cycle, moral balance"
wahyu_tumurun15.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun15.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a white background and brown motifs. The dominant motifs include stylized birds with outstretched wings and intricate floral elements such as leaves and tendrils. These motifs are interspersed with small, dark brown dots and short lines, which act as isen-isen elements, adding texture and detail to the design. The arrangement of these motifs is repetitive, with each bird and floral element appearing multiple times across the fabric. The overall layout shows a balanced distribution, maintaining symmetry both horizontally and vertically, creating a harmonious and visually pleasing pattern.",val,"The philosophical meaning of the Wahyu Tumurun motif reflects divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing"
dayak40.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak40.jpg,"The batik fabric features the Dayak motif, characterized by a deep blue background and white motifs. The dominant motifs include intricate swirling patterns resembling leaves or vines, arranged in a repeating, symmetrical manner across the fabric. These motifs are connected by small, delicate lines that form a network-like structure between them. The overall layout shows a balanced distribution of motifs, with some areas appearing denser than others due to the overlapping nature of the designs.",val,"Traditionally, the Dayak motif symbolizes courage, harmony with nature, and protective ancestral strength.","courage, harmony with nature, protection, ancestral strength"
buketan86.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan86.jpg,"The batik fabric features the buketan motif, characterized by a green background and pink motifs. The dominant motifs include various flowers such as roses, irises, and other blossoms, depicted in shades of pink, purple, blue, and white. These floral elements are arranged in a scattered pattern across the fabric, creating a sense of natural abundance. Small dots and short lines are interspersed among the larger motifs, adding texture and detail to the design. The motifs appear to be oriented randomly but maintain a loose symmetry within each section of the fabric.",val,"In Pekalongan culture, the Buketan motif represents feminine elegance, inner purity, and blossoming happiness.","joy, beauty, purity, feminine grace, cheerfulness"
jlamprang133.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang133.jpg,"The batik fabric features the jlamprang motif, characterized by a golden-yellow background and vibrant red, blue, green, and teal motifs. The dominant motifs consist of circular designs resembling stylized flowers or snowflakes, each containing intricate patterns within their petals or arms. These circular motifs are interspersed with smaller, geometric shapes such as crosses and small dots, which act as isen-isen elements, adding texture and detail to the overall design. The motifs repeat consistently throughout the fabric, arranged in a grid-like pattern where each circle is surrounded by smaller geometric shapes, creating a harmonious and balanced composition. The entire design exhibits a high degree of symmetry, ensuring uniformity and aesthetic appeal across the entire piece.",val,"The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony"
wahyu_tumurun88.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun88.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a golden background and black, green, and orange motifs. The dominant motifs include stylized flowers and leaves, arranged symmetrically around central circular patterns. Small dots and short lines, known as isen-isen, are interspersed throughout the design, adding texture and detail. The motifs repeat consistently across the fabric, creating a harmonious and balanced composition.",val,"Traditionally, the Wahyu Tumurun motif symbolizes divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing"
buketan99.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan99.jpg,"The batik fabric features the buketan motif, characterized by a black background and vibrant pink, purple, green, and white motifs. The dominant motifs are large, stylized flowers with intricate petal patterns, arranged in clusters. Small dots and short lines are interspersed among the larger flower designs, adding texture and detail. The motifs repeat consistently throughout the fabric, creating a symmetrical pattern. The flowers face various directions, contributing to a dynamic yet balanced composition.",val,"The philosophical meaning of the Buketan motif reflects joy, natural beauty, purity, and graceful femininity.","joy, beauty, purity, feminine grace, cheerfulness"
jlamprang77.jpg,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang77.jpg,"The batik fabric features the jlamprang motif, characterized by a dark brown background and vibrant red, green, and blue motifs. The dominant motifs consist of circular designs resembling stylized flowers or snowflakes, each featuring radiating lines from a central point. These motifs are interspersed with smaller, intricate patterns such as small dots and short lines, known as isen-isens, which add texture and detail to the design. The motifs are arranged symmetrically across the fabric, creating a balanced and harmonious pattern. Each circle is surrounded by these smaller decorative elements, enhancing the overall complexity and beauty of the jlamprang motif.",val,"Traditionally, the Jlamprang motif symbolizes cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony"
buketan144.jpg,buketan,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/buketan144.jpg,"The batik fabric features the buketan motif, characterized by a white background and pink, yellow, green, and black motifs. The dominant motifs include various flowers and leaves, depicted in vibrant hues against the white backdrop. These floral elements vary in shape, from simple petals to more complex arrangements resembling lilies and other blossoms. The motifs are interspersed with small, detailed leaves and stems, creating a dense yet balanced pattern. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves. The arrangement of these motifs appears random but harmonious, with some areas showing denser clustering while others have more spaced-out patterns. The overall layout suggests a symmetrical design, though individual sections may exhibit slight variations due to the organic nature of the floral motifs.",val,"Traditionally, the Buketan motif symbolizes joy, beauty, purity, and feminine grace.","joy, beauty, purity, feminine grace, cheerfulness"
dayak140.jpg,dayak,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/dayak140.jpg,"The batik fabric features the Dayak motif, characterized by a black background and vibrant orange, green, and yellow motifs. The dominant motifs appear to be abstract, swirling forms resembling stylized leaves or vines, with intricate curvilinear patterns. These motifs are interspersed with small, evenly spaced dots and short lines, known as isen-isen, which add texture and detail to the design. The motifs are arranged symmetrically around a central point, creating a balanced and harmonious composition. The overall layout suggests a radial pattern, radiating outward from the center, emphasizing the central motif while allowing for a dynamic interplay between the various elements.",val,"The philosophical meaning of the Dayak motif reflects courage, harmony with nature, and the protective strength of ancestral wisdom.","courage, harmony with nature, protection, ancestral strength"
srikaton69.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton69.jpg,"The batik fabric features the srikaton motif, characterized by a dark blue background and gold motifs. The dominant motifs include stylized leaves and floral elements arranged symmetrically along vertical lines. Each leaf has a central vein with smaller veins branching outwards, creating a detailed and intricate pattern. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs and adding texture to the design. The motifs repeat consistently down the length of the fabric, maintaining uniformity in their placement and orientation.",val,"Traditionally, the Srikaton motif symbolizes divine radiance, natural abundance, and resilient grace.","divine radiance, natural abundance, resilience, visible grace"
mega_mendung61.jpg,mega_mendung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/mega_mendung61.jpg,"The batik fabric features the mega_mendung motif, characterized by a dark blue background and light purple motifs. The dominant motifs consist of swirling, curvilinear shapes resembling stylized leaves or abstract organic forms. These motifs are arranged densely across the fabric, creating a continuous pattern with minimal spacing between them. The orientation of the motifs varies slightly but generally follows a horizontal flow, enhancing the dynamic feel of the design. There are no visible isen-isen elements such as small dots or short lines within the motifs themselves; instead, the focus remains on the intricate interplay of the swirling patterns against the contrasting background.",val,"Traditionally, the Mega Mendung motif symbolizes patience, emotional calm, and spiritual serenity.","patience, emotional calm, spiritual serenity, divine protection"
srikaton4.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton4.jpg,"The batik fabric features the srikaton motif, characterized by a dark blue background and golden-brown motifs. The dominant motifs consist of intricate, swirling patterns resembling leaves or feathers, arranged in a repeating pattern across the fabric. These motifs are interspersed with smaller, less prominent designs that appear to be small dots or short lines, adding texture and detail to the overall design. The motifs are oriented in various directions but maintain a sense of balance within each repeat unit. The layout appears symmetrical along both horizontal and vertical axes, creating a harmonious and visually pleasing arrangement throughout the entire piece.",val,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace"
wahyu_tumurun76.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun76.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a golden-yellow background and dark blue motifs. The dominant motifs include stylized floral elements and abstract ornaments, featuring intricate curves and swirling patterns. Small white dots are interspersed within some of the larger motifs, adding texture and detail. The motifs are arranged in a repetitive pattern across the fabric, with each element oriented similarly but spaced evenly apart. The overall layout shows a balanced symmetry, with the motifs distributed uniformly throughout the entire surface area.",val,"The philosophical meaning of the Wahyu Tumurun motif reflects divine grace, spiritual guidance, and noble aspiration.","divine grace, spiritual guidance, noble aspiration, heavenly blessing"
wahyu_tumurun113.jpg,wahyu_tumurun,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wahyu_tumurun113.jpg,"The batik fabric features the wahyu_tumurun motif, characterized by a white background and dark blue motifs. The dominant motifs include stylized leaves, flowers, and geometric shapes such as diamonds and stars. These elements are intricately intertwined, creating a complex yet harmonious pattern. Small dots and short lines act as isen-isen elements, adding texture and detail to the design. The motifs repeat consistently throughout the fabric, arranged in a grid-like fashion but with slight variations in orientation and spacing, ensuring a dynamic yet balanced overall layout.",val,"In Javanese royal tradition, the Wahyu Tumurun motif represents the descent of divine favour, noble ambition, and spiritual guidance.","divine grace, spiritual guidance, noble aspiration, heavenly blessing"
tujuh_rupa109.jpg,tujuh_rupa,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/tujuh_rupa109.jpg,"The batik fabric features the tujuh_rupa motif, characterized by a black background and vibrant motifs in shades of blue, orange, purple, gold, and teal. The dominant motifs include stylized flowers and swirling patterns, which are intricately interwoven throughout the design. These floral elements feature detailed petals and leaves, often accented with small dots and short lines for added texture. The motifs repeat consistently across the fabric, arranged in a symmetrical pattern that creates a balanced and harmonious overall layout. The orientation of the motifs varies slightly but generally follows a horizontal flow, enhancing the dynamic feel of the piece.",val,"Traditionally, the Tujuh Rupa motif symbolizes eloquence, adaptability, and peaceful cultural diversity.","eloquence, adaptability, cultural openness, peaceful diversity"
bokor_kencono11.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono11.jpg,"The batik fabric features the bokor_kencono motif, characterized by a dark blue background and gold motifs. The dominant motifs include stylized bell-shaped figures with intricate detailing at their bases, arranged in a repeating pattern across the fabric. These bells are connected by swirling, vine-like lines that form a continuous, flowing design. Small dots and short lines are interspersed within the larger motifs, adding texture and depth to the overall pattern. The motifs are evenly spaced and aligned horizontally, creating a symmetrical and balanced layout across the entire piece.",val,"The philosophical meaning of the Bokor Kencono motif reflects dignity, wisdom, and the aspiration for lasting authority.","dignity, wisdom, authority, noble character"
wirasat67.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat67.jpg,"The batik fabric features the wirasat motif, characterized by a dark blue background and white, orange, and brown motifs. The dominant motifs include intricate floral elements and geometric forms, such as squares and circles, which are interlaced with curved lines forming abstract ornaments. Small dots and short lines act as isen-isen elements, adding texture and detail to the design. These motifs repeat symmetrically across the fabric, arranged in a grid-like pattern with varying orientations to create a dynamic yet balanced composition.",val,"The philosophical meaning of the Wirasat motif reflects the fulfilment of wishes, elevated standing, and life's sufficiency.","fulfilment of wishes, elevated standing, sufficiency, parental blessing"
srikaton137.jpg,srikaton,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/srikaton137.jpg,"The batik fabric features the srikaton motif, characterized by a dark blue background and gold motifs. The dominant motifs include stylized birds with outstretched wings, arranged symmetrically around central crests adorned with the letter ""M"". These crests are flanked by pairs of birds facing each other, creating a balanced and repetitive pattern. The birds are intricately detailed with feather-like patterns on their bodies and heads, adding depth to the design. Small decorative elements resembling leaves or petals are interspersed between the main motifs, enhancing the overall complexity of the pattern. The motifs are evenly spaced and repeated in a grid-like fashion across the fabric, maintaining a symmetrical arrangement throughout.",val,"In Javanese tradition, the Srikaton motif represents visible grace, the flourishing of nature, and the strength to overcome adversity.","divine radiance, natural abundance, resilience, visible grace"
wirasat99.jpg,wirasat,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/wirasat99.jpg,"The batik fabric features the wirasat motif, characterized by a deep brown background and intricate black and orange motifs. The dominant motifs include stylized leaves and abstract geometric shapes, arranged symmetrically around central focal points. Small dots and short lines act as isen-isen elements, filling spaces between larger motifs. The overall pattern repeats consistently across the fabric, creating a balanced and harmonious design through careful alignment and spacing.",val,"In Javanese tradition, the Wirasat motif represents the parental blessing for a new household — prosperity, dignity, and answered prayers.","fulfilment of wishes, elevated standing, sufficiency, parental blessing"
sidoluhur69.jpg,sidoluhur,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur69.jpg,"The batik fabric features the sidoluhur motif, characterized by a dark blue background and gold, red, green, and black motifs. The dominant motifs include stylized flowers and leaves, arranged symmetrically within a repeating pattern. Each flower has a central petal surrounded by smaller petals and leaves, connected by intricate golden lines forming a lattice-like structure. Small red and green accents enhance the floral designs. Isen-isen elements appear as small black dots scattered throughout the design, adding texture and detail. The motifs repeat consistently across the fabric, creating a harmonious and balanced composition.",val,"The philosophical meaning of the Sidoluhur motif reflects noble character, moral elevation, and the aspiration for dignified conduct.","noble character, moral elevation, dignity, exemplary conduct"
bokor_kencono123.jpg,bokor_kencono,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/bokor_kencono123.jpg,"The batik fabric features the bokor_kencono motif, characterized by a black background and gold motifs. The dominant motifs include stylized lion heads with intricate detailing, surrounded by swirling golden patterns resembling leaves or vines. These motifs are interspersed with smaller green and red accents, adding depth and contrast. The small dots and short lines within the motifs enhance the texture and complexity of the design. The motifs are arranged symmetrically around central focal points, creating a balanced and harmonious composition across the fabric.",val,"The philosophical meaning of the Bokor Kencono motif reflects dignity, wisdom, and the aspiration for lasting authority.","dignity, wisdom, authority, noble character"
singa_barong58.jpg,singa_barong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/singa_barong58.jpg,"The batik fabric features the singa_barong motif, characterized by a white background and black motifs. The dominant motifs include a lion-like creature with intricate patterns on its body, a bird perched atop a tree branch, and various floral elements such as lotus flowers and leaves. The lion's form is detailed with small dots forming its scales and texture, while the bird has a more defined shape with short lines indicating feathers. The floral elements are arranged symmetrically around the central figures, creating a balanced composition. The motifs repeat throughout the fabric, with some overlapping slightly, suggesting a continuous narrative flow from one section to another.",val,"In Cirebonese court culture, the Singa Barong motif represents sacred authority, the harmony of natural forces, and complete sovereignty.","mythological power, elemental unity, visionary leadership, sacred authority"
liong128.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong128.jpeg,"The batik fabric features the liong motif, characterized by a deep red background and vibrant blue, orange, yellow, and white motifs. The dominant motifs include stylized dragon-like figures with flowing tails and intricate scales, interspersed with smaller floral elements. These motifs are arranged in a repeating pattern across the fabric, creating a symmetrical design. The dragon figures are oriented in various directions, adding dynamic movement to the overall composition. Small dots and short lines act as isen-isen elements, filling gaps between larger motifs and enhancing the texture of the fabric.",val,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence"
betawi99.jpg,betawi,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/betawi99.jpg,"The batik fabric features the betawi motif, characterized by a dark brown background and white motifs. The dominant motifs include stylized figures resembling traditional Betawi women adorned with elaborate headdresses and carrying baskets filled with flowers. These figures are interspersed among smaller floral elements such as leaves and blossoms. The small dots and short lines act as isen-isen elements, adding texture and detail to the overall design. The motifs are arranged in a repetitive pattern across the fabric, creating a symmetrical and balanced layout. Each figure appears to be facing different directions, contributing to the dynamic feel of the composition.",val,"The philosophical meaning of the Betawi motif reflects multicultural openness, communal harmony, and joyful identity.","multicultural openness, communal harmony, joyful identity, cultural pride"
parang105.jpg,parang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/parang105.jpg,"The batik fabric features the parang motif, characterized by a white background and brown motifs. The dominant motifs consist of elongated, flowing curves resembling stylized leaves or waves, arranged diagonally across the fabric. These motifs repeat consistently throughout the design, creating a dynamic pattern. Small diamond-shaped isen-isen elements are interspersed between the larger motifs, adding texture and detail to the overall composition. The arrangement follows a symmetrical layout, with each diagonal row mirroring the one below it, enhancing the balanced aesthetic of the piece.",val,"In Javanese culture, the Parang motif represents determination, resilience, and steadfast commitment.","perseverance, courage, continuity, relentless self-improvement"
liong30.jpeg,liong,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/liong30.jpeg,"The batik fabric features the liong motif, characterized by a deep red background and vibrant blue, yellow, pink, and white motifs. The dominant motifs include stylized dragon-like figures with intricate scales and flowing tails, intertwined with floral elements featuring large, detailed petals in shades of blue, pink, and orange. Small dots and short lines are interspersed within the floral patterns, adding texture and detail. The motifs are arranged symmetrically across the fabric, with the dragons positioned centrally and the flowers distributed around them, creating a balanced and harmonious composition.",val,"In Sino-Javanese tradition, the Liong motif represents celestial strength, protection from misfortune, and the blessing of abundance.","divine power, protection, prosperity, celestial benevolence"
kawung132.jpg,kawung,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/kawung132.jpg,"The batik fabric features the kawung motif, characterized by a deep red background and light beige motifs. The dominant motifs consist of symmetrical, flower-like shapes with multiple petals arranged in a circular pattern around a central point. Each petal has small holes near its center, adding texture to the design. Isen-isen elements include small dots and short lines within the petals, enhancing the intricate detail. The motifs are arranged in a grid-like pattern, repeating consistently across the fabric. The overall layout shows a high degree of symmetry, with each row and column maintaining uniform spacing between the motifs.",val,"In Javanese royal culture, the Kawung motif represents moral integrity, inner balance, and the wisdom of knowing one's origins.","purity of heart, self-mastery, life cycle, moral balance"
sidoluhur71.jpg,sidoluhur,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidoluhur71.jpg,"The batik fabric features the sidoluhur motif, characterized by a black background and orange motifs. The dominant motifs include stylized leaves and flowers arranged in a grid-like pattern. Each leaf and flower element has a central dot, which serves as the focal point within each motif. The motifs repeat consistently throughout the fabric, creating a symmetrical and balanced design. The arrangement follows a structured layout where the motifs are evenly spaced and oriented uniformly, enhancing the overall harmony of the piece.",val,"Traditionally, the Sidoluhur motif symbolizes noble character, moral elevation, and dignified exemplary conduct.","noble character, moral elevation, dignity, exemplary conduct"
jlamprang45.png,jlamprang,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/jlamprang45.png,"The batik fabric features the jlamprang motif, characterized by a white background and red, green, blue, and black motifs. The dominant motifs consist of circular patterns with radiating lines forming star-like shapes at their centers. These circles are interspersed with smaller, simpler geometric shapes such as squares and triangles within each circle. Small dots and short lines act as isen-isen elements, adding detail to the larger motifs. The motifs repeat symmetrically around the central red circle, creating a balanced and harmonious pattern throughout the fabric.",val,"The philosophical meaning of the Jlamprang motif reflects cosmic balance, spiritual order, and sacred connection with the divine.","cosmic balance, spiritual order, sacred connection, divine harmony"
sidomukti99.jpg,sidomukti,/mnt/extended-home/dzakaaufa/dataset/all_images_captioning/sidomukti99.jpg,"The batik fabric features the sidomukti motif, characterized by a dark brown background and black motifs. The dominant motifs include stylized figures resembling birds or insects, depicted in a symmetrical pattern. These figures are interspersed with small, evenly spaced dots and short horizontal lines, creating a sense of rhythm and texture throughout the design. The motifs repeat consistently across the fabric, arranged in a grid-like structure with each figure oriented uniformly within its designated space. The overall layout maintains a high degree of symmetry, ensuring a balanced and harmonious appearance.",val,"Traditionally, the Sidomukti motif symbolizes enduring happiness, fulfilment, and spiritual wholeness.","enduring happiness, fulfilment, prosperity, spiritual wholeness"
