CODE,CLASS,NAME,THEME,COLOR,TECHNIQUE,FABRIC,DYE,SHAPE,HISTORY
Jayyida Data 1 Tape Menyong (Singkong),Lamongan,Tape Menyok,"FOOD (Tape menyok/ Tape menyok / タペ・メニョック) // FLORA (Pohon/ Tree / 木, daun singkong/ Cassava Leaves / キャッサバの葉 )","Hitam / Black /黒い , Kuning / Yellow / 黄色",Tulis,Juantiu,Sintetik,Non Geometris,Terinspirasi dari setelah jalan-jalan dari Bondowoso
Jayyida Data 2 Daun Sawo,Lamongan,Daun Sawo,"FLORA (Daun Sawo/ Sapodilla Leaves / サポジラの葉, Bunga Semanggi/ Clover/ クロバー, Daun Semanggi/ Clover/ クロバー)","Merah Hati / Maroon / エンジ色 , Hitam/Black / 黒い, Putih / White/白い",Tulis,Juantiu,Sintetik,Non Geometris,Banyak sawo di Sendang Duwur
Jayyida Data 3 Slempang Peniti,Lamongan,Slempang Peniti,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // CLASSIC (Peniti Model Parang/ Peniti Model Parang / ペニティ・モデル・パラン),"Hitam / Black / 黒い, Sogam / Sogam / 黄褐色, Biru/Blue/青い",Tulis,Juantiu,Sintetik,Geometris,Terinspirasi dari kait kalung emas yang bila dijejerkan jadi indah
Jayyida Data 4 Melati Sendang Dhuwur,Lamongan,Melati Sendang Duwur,"FLORA (Melati/ Jasmine / ジャスミン) // CULTURE (Singo Mengkok/ Singo Mengkok /シンゴ・メンコック, Gapura Sendang Dhuwur/ Gapura Sendang Dhuwur/ ガプラ・センダン・ドゥフル)","Biru Navy/ Navy Blue / ネイビーブルー, Putih/ White / 白い",Tulis,Juantiu,Sintetik,Non Geometris,Inspirasi ikon Sendang Duwur/ センダン・ドゥワゥルのアイコンからインスピレーションを得た
Jayyida Data 5 Kedawung,Lamongan,Kedawung,"CLASSIC // FLORA (Kedawung/ Kedaung Tree / ケダウン, Trembesi/ Rain tree / レインツリー)","Hitam/ Black / 黒い, Sogam/ Sogam/ 黄褐色, Biru Navy/ Navy Blue / ネイビーブルー",Tulis,Juantiu,Sintetik,Non Geometris,Terinspirasi dari biji kedawung/ Inspired by kedawung seeds/ ケダワゥンの種から着想を得た
Jayyida Data 6 Singo Mengkok Melati ,Lamongan,Singo Mengkok Melati,"CULTURE (Singo Mengkok/ Singo Mengkok / シンゴ・メンコック) // FLORA (Melati/Jasmine / ジャスミン, Semanggi Separuh/ Three-leaf Clover/半分のクローバー)","Merah Hati/ Maroon /エンジ色, Kuning kunyit/ Turmeric Yellow / 山吹色",Tulis,Prima Lampion,Sintetik,Non Geometris,Lomba desain tingkat desa/ /Village level design competition/ 村レベルのデザインコンテスト
Jayyida Data 7 Pandan Wangi,Lamongan,Pandan Wangi,"FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ/, Kupu-Kupu/ Butterfly/ 蝶) // FLORA (Pandan/ Vanilla Grass / タコノキ)","Hitam/ Black/ 黒い, Sage/ Sage / セージグリーン",Tulis,Primisima,Sintetik,Non Geometris,Pandan sering dipakai dimasakan lokal/ Pandan is often used in local dishes/ タコノキは地元料理によく使われます。
Jayyida Data 8 Urang Kucing,Lamongan,Urang Kucing,"FAUNA (Urang Kucing/ Cat Shrimps / シャコ, Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Daun Kelor/ Moringa Leaves/ モリンガの葉)","Hitam/ Black/ 黒い, Coklat Krem/ Light brown / ベージュ",Tulis,Juantiu,Sintetik,Non Geometris,"Jengkel karena anak minta dimasakkan udang berbentuk kucing, tapi minta digunting/ Annoyed because the child asked to cooked shrimp shaped like a cat, but asked to cut it up/ 子どもに猫の形をシャコを料理して、しかも切ってほしいと頼まれて、いらいらしました。"
Jayyida Data 9 Teratai Sili,Lamongan,Teratai Sili,FLORA (Teratai/ Lotus / 蓮) // FAUNA (Ikan Sily/ Fire Eel/ ファイアーイール ),"Hitam/ Black/ 黒い, Kuning/ Yellow/ 黄色, Hijau/ Green/ 緑",Tulis,Juantiu,Sintetik,Non Geometris,"Ikan Sily yang menjadi ciri khas Lamongan/ Fire eel, wich is a characteristic of Lamongan/ ファイアーイールラモンガンの特徴です。"
Jayyida Data 10 Gedagan Daun Anggur ,Lamongan,Gendagan Daun Anggur,CULTURE (Gendang/ Gendang / ゲンダング) // FLORA (Daun Anggur/ grape leaves / ブドウの葉),"Burgundy/ Burgundy / バーガンディー, Hitam/ Black/黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik,Non Geometris,Terinpirasi dari ketika menanam anggur/ Inspired by planting grapes/ ブドウを植えるときに着想を得た。
Jayyida Data 11 Canting Bambu,Lamongan,Canting Bambu,CULTURE (Canting/ Canting/ チャンティング) // FLORA (Pohon Bambu/ Bamboo / 竹),"Burgundy/ Burgundy / バーガンディー, Biru Muda/ Light Blue / ライトブルー, Hijau/ Green / 緑, Merah Muda/ Pink / ピンク
",Tulis,Primisima,Sintetik,Non Geometris,Terinspirasi dari kegiatan membatik sehari-hari/ Inspired by everyday batik activities/ 日常のバティック活動から着想を得た。
Jayyida Data 12  Bandeng Lele Melati ,Lamongan,Bandeng Lele Melati,"FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Melati/ Jasmine/ ジャスミン, Mawar/ Rose/ 薔薇)","Pink Cerah/ Bright pink / 明るいピンク, Merah/ Red/ 赤い",Kombinasi cap dan tulis/ 型押しと手描きの組み合わせ,Prima Lampion,Sintetik,Non Geometris,"Menggabungkan simbol ikan bandeng dan lele yang melambangkan kelimpahan sumber daya air, dengan bunga melati yang melambangkan kesucian dan keanggunan./ Combining the symbols of milkfish and catfish, which represent the abundance of water resources, with jasmine and roses, which symbolise purity and elegance./"
Jayyida Data 13 Kipas Siup,Lamongan,Kipas Siup,CLASSIC (Kipas/ Folding Fan / 手持ち扇) // FLORA (Melati/ Jasmine/ ジャスミン) // FAUNA (Burung Merak/ Peacock/ 孔雀),"Merah Marun/ Maroon / エンジ色 , Abu-Abu/ Grey/ グレー",Tulis,Juantiu,Sintetik,Non Geometris,Terinspirasi dari kipas Bali/ Inspired by traditional Balinese folding fan/ バリの手持ち扇から着想を得た。
Jayyida Data 14 Singa Duduk (Mitos),Lamongan,Singa Duduk,CULTURE (Singa Duduk/ Singa Duduk/ シンガ・ドゥドゥク),"Kuning Kunyit/Turmeric Yellow / 山吹色, Hitam/ Black/ 黒い",Tulis,Juantiu,Sintetik,Non Geometris,Mitos lokal di gapura makam/ Local myths at the tomb gate/ 墓門の地元の伝説
Jayyida Data 15 Pager Ayu,Lamongan,Pager Ayu,"FLORA (Bunga Semanggi/ Clover / クロバー, Latohan/ Seaweed / 海藻 ) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ)",Merah Hati/ Maroon / エンジ色,Tulis,Juantiu,Sintetik,Non Geometris,Pagar hidup di desa/ Living fence in the village/ 村にある生け垣。
Jayyida Data 16 Burung Merpati,Lamongan,Burung Merpati,FAUNA (Merpati/ Dove / 鳩),"Ungu/ Purple/ 紫, Merah/ Red/ 赤い, Biru/ Blue/ 青い",Tulis,Primisima,Sintetik (Naptol dan Remasol),Geometris,"Bagaimana menyebarkan cinta, kasih, harmoni, dan perdamaian yang disimbolkan dengan sepasang merpati./How to spread love, compassion, harmony, and peace symbolized by a pair of doves./ 一対のハトに象徴される愛と慈しみ、調和と平和を広めていく方法。"
Jayyida Data 17 Sendang Dhuwur ,Lamongan,Sendang Duwur,CLASSIC (Parang yang dibuat dari huruf SD (Sendang Duwur) // FLORA (Bunga Semanggi/ Clover / クロバー,"Hitam/ Black/ 黒い, Merah/ Red/ 赤い",Tulis,Juantiu,Sintetik,Non Geometris,Bentuk penghormatan langsung kepada identitas wilayah Sendang Duwur. Mencerminkan kekayaan alam dan kedalaman nilai Sendang Duwur./ A direct tribute to the identity of Sendang Duwur. It reflects the natural wealth and the profound values of Sendang Duwur./ センダン・ドゥウル地域のアイデンティティへの直接的な敬意の表れ。センダン・ドゥウルの自然の豊かさと深い価値を反映している。
Azyfa_35241420060301_Biota Laut_2022_FAUNA_FLORA,Lamongan,Biota Laut,"FAUNA (Cumi-Cumi/ Squid / イカ, Gurita/ Octopus / たこ, Kuda Laut/ Sea Horse / 海馬, Bintang Laut/ Starfish / 海星, Kerang Laut/ Seashells / 貝殻, Ikan/ Fish / 魚) // FLORA (Rumput Laut/ Seaweed / 海藻)","Kuning/ Yellow / 黄色, Ungu/ Purple / 紫",Tulis,Juantiu,Sintetik,Geometris,"Terinspirasi dari kekayaan kehidupan bawah laut di perairan pesisir Lamongan. Motif ini menggambarkan berbagai elemen laut seperti ikan, kerang, rumput laut, dan makhluk laut lainnya. Batik ini melambangkan pentingnya menjaga kelestarian ekosistem laut sebagai sumber kehidupan masyarakat pesisir."
Azyfa_35241420060302_2025_Bandeng Lele Kembang Kates_FLORA_FAUNA,Lamongan,Bandeng Lele Daun Kates,"FLORA (Daun Kates/ Papaya Leaves / パパイヤの葉, Daun Bunga Melati/ Jasmine Leaves / ジャスミンの葉) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ)","Hijau/ Green / 緑, Sogen Emas/ Golden brown / 金茶, Hitam/ Black/ 黒い)",Tulis,Juantiu,Sintetik,Non Geometris,Daun Kates banyak manfaatnya dan banyak tumbuh di sekitar desa dikombinasikan dengan ikon Lamongan
Azyfa_35241420060303_Junjung Drajat Nam Katil_2025_CLASSIC,Lamongan,Junjung Drajat Nam Katil,"CLASSIC (Nam/ Nam / ナム, Anyaman/ Weaving/ 網目)","Putih/ White/ 白い, Merah Hati/ Maroon/ エンジ色",Tulis,Primisima,Sintetik,Geometris,Motif klasik khas Sendang Duwur yang sudah turun temurun
Azyfa_35241420060304_Daun Talas Bunga Sendurat_2025_FLORA,Lamongan,Daun Talas Bunga Sendurat,"FLORA (Bunga Sendurat/ Daisy / デイジー, Daun Talas/ Taro Leaves / 里芋の葉)","Hitam/ Black / 黒い, Merah/ Red/ 赤い, Sogam/ Sogam / 黄褐色, Biru/ Blue/青い)",Tulis,Primisima,Sintetik,Non Geometris,Menggabungkan motif daun talas dengan bentuknya yang lebar dan kuat dan bunga daisy yang melambangkan kesederhanaan dan keceriaan. Mengajarkan pentingnya menjaga keseimbangan antara keteguhan hati dan keceriaan dalam menjalani kehidupan.
Azyfa_35241420060305_Melati Parang Kombinasi_2025_FLORA_FAUNA,Lamongan,Melati Parang Kombinasi,FLORA (Melati/ Jasmine / ジャスミン) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // ,"Coklat Tua/ Dark Brown / ダークブラウン, Merah/ Red/ 赤い",Tulis,Prima Lampion,Sintetik,Non Geometris,Pengaruh dari batik Jogja-Solo
Azyfa_35241420060306_Bandeng Lele Manggar Kelapa_2025_FLORA_FAUNA_CULTURE,Lamongan,Bandeng Lele Manggar Kelapa,FLORA (Manggar Kelapa/ Coconut Blossom / ココナッツフラワー) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // CULTURE (Singo Mengkok/ Singo Mengkok / シンゴ・メンコック),"Sogen Merah/ Reddish Brown / 赤茶色, Hitam/ Black/ 黒い",Tulis,Prima Lampion,Sintetik,Non Geometris,Filosofi Manggar Kelapa yang juga ikon Lamongan
Azyfa_35241420060307_Bandeng Lele Krisan Pompom_2025_FLORA_FAUNA,Lamongan,Bandeng Lele Bunga Krisan,FLORA (Bunga Krisan/ Chrysanthemum / 菊花 // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),Merah/ Red / 赤い,Tulis,Prima Lampion,Merah Hitam Sintetik (Coletan Remasol),Non Geometris,Bunga Krisan + Ikon Lamongan
Azyfa_35241420060308_Kupu- Kupu Bunga Krisan_2020_FAUNA_FLORA,Lamongan,Kupu-Kupu Bunga Krisan,"FAUNA (Kupu-Kupu/ Butterfly/ 蝶) // FLORA (Krisan/ Chrysanthemum / 菊花, Bunga Sepatu/ Hibiscus / ハイビスカス)","Hitam/ Black / 黒い, Biru/ Blue/ 青い, Sogen Emas/ Golden Brown / 金茶",Tulis,Juantiu,Sintetik (Naptol dan Remasol),Non Geometris,Terinspirasi dari keindahan kupu-kupu yang beterbangan di antara bunga krisan.
Azyfa_35241420060309_Sekar Jagad Lamongan_2025_FLORA,Lamongan,Sekar Jagad Lamongan,"FLORA (Melati/ Jasmine / ジャスミン, Sekar Jagad/ Sekar Jagad / セカール・ジャガッド)","Biru/ Blue/ 青い, Biru Safir/ Blue Sapphire/ サファイアブルー",Tulis,Prima Lampion,Sintetik,Non Geometris,Ikon kota Lamongan
Azyfa_35241420060310_Kembang Sepatu Kombinasi Mawar_2025_FLORA,Lamongan,Kembang Sepatu Kombinasi Mawar,"FLORA (Kembang Sepatu/ Hibiscus/ ハイビスカス, Mawar/ Rose/ 薔薇)",Hijau Olive/ Olive Green / オリーブグリーン,Tulis,Prima Lampion,Sintetik,Non Geometris,Terinspirasi dari tanaman yang sering ditemukan di pekarangan rumah
Tutut Data 1 Kepiting Rowo Sisik Nogo,Lamongan,Kepiting Rowo Sisik Ikan,"FAUNA (Kepiting/ Crab / かに, Ikan/ Fish/ 魚)","Oren/Orange/ オレンジ, Coklat/ Brown/ 茶色, Hitam/ Black/ 黒い",Tulis,Primisima,"Sintetik (Naptol, Remasol)",Geometris,Potensi bahari kehidupan pesisir pantai utara
Tutut Data 2 Melati Bandeng Lele,Lamongan,Melati Bandeng Lele,FLORA (Melati/ Jasmine / ジャスミン) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Biru/ Blue/ 青い, Rapit/ Pitch Black / ジェットブラック, Sogan/ Sogan / 黄褐色",Tulis,Juantiu,Sintetik (Naptol),Non Geometris,Terinspirasi dari bunga melati yang menggambarkan atau melambangkan kesucian
Tutut Data 3 Sepyur Daun Melati,Lamongan,Sepyur Daun Melati,FLORA (Daun Melati/ Jasmine Leaves / ジャスミンの葉),"Rapit/ Pitch Black / ジェットブラック, Biru/ Blue/ 青い, Sogan Keemasan/ Golden Brown / ...",Tulis,Primisima,Sintetik (Naptol),Geometris,Terinspirasi dari bunga melati dengan daun-daun yang bertaburan
Tutut Data 4 Lamongan Megilan,Lamongan,Lamongan Megilan,"CULTURE (Megilan/ Lamongan Cultural Ornament/ ラモンガンの文化的装飾)

","Rapit/ Pitch Black / ジェットブラック, Hitam/ Black/ 黒い, Merah/ Red/ 赤い",Tulis,Lampion,"Sintetik (Naptol, Remasol, Rapit)",Non Geometris,Pandangan hidup yang optimis
Tutut Data 5 Bandeng Lele Bunga Lili,Lamongan,Bandeng Lele Bunga Lili,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Bunga Lili/ Lily / リリー),"Rapit/ Rapit/ Pitch Black / ジェットブラック, Biru/ Blue/青い, Sogan/ Sogan / 黄褐色",Tulis,Lampion,Sintetik (Naptol),Non Geometris,Ikan Lamongan dengan bunga Lili dengan harapan agar masyarakat Lamongan sejahtera ibarat bunga Lili
Tutut Data 6 Bandeng Lele di balik Daun,Lamongan,Bandeng Lele di Balik Daun,FLORA (Daun/ Leaf / 葉) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Biru/ Blue/ 青い, Sogan/ Sogan / 黄褐色",Tulis,Juantiu,Sintetik (Naptol),Non Geometris,Melambangkan kemakmuran sandang pangan karena ada unsur hewani dan nabati
Tutut Data 7 Bandeng Lele Wijaya Kusuma,Lamongan,Bandeng Lele Wijaya Kusuma,FLORA (Bunga Wijaya Kusuma/ Queen of The Night / ナイト・ブリーミング・セレウス) // FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Merah/ Red/ 赤い, Hitam/ Black / 黒い, Kuning/ Yellow/ 黄色",Tulis,Lampion,Sintesis (Naptol dan Remasol),Non Geometris,Kota Lamongan menuju kejayaan
Tutut Data 8 Ceplik Melati Singo Mengkok,Lamongan,Ceplik Melati Singo Mengkok,FLORA (Melati/ Jasmine/ ジャスミン) // CULTURE (Singo Mengkok/ Singo Mengkok / シンゴ・メンコック),"Hijau Tosca/ Turquoise / ターコイズ, Biru/ Blue/ 青い",Tulis,Primisima,Sintetik (Naptol dan Remasol),Geometris,Masyarakat lamongan dengan arif dan bijaksana menggunakan kekuatan
Tutut Data 9 Watu Pecah,Lamongan,Watu Pecah,GEOGRAPHY (Watu Pecah/ Cracked Stone / 割れ石模様),"Merah/ Red/ 赤い, Coklat/ Chocolate/ 茶色, Biru/ Blue/青い",Tulis,Primisima,Sintetik (Naptol),Geometris,Terinspirasi dari dominan unsur tanah batu kapur
Mutiara S Data 1 Bandeng Lele dalam Kolam,Lamongan,Bandeng Lele Dalam Kolam,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ),"Merah/ Red/ 赤い, Oren/ Orange/ オレンジ, Hitam/ Black/ 黒い",Tulis,Lampion,Sintetik (Remasol),Non Geometris,"Rasa syukur berada di lingkungan yang tepat, penuh toleransi. Asah, asih, dan asuh./ Gratitude for being in the right environment, full of tolerance. Nurture, love, and care for one another../ 寛容に満ちた正しい環境にいられることへの感謝。磨き合い、愛し合い、育み合う。"
Mutiara S Data 2 Mawar Bersulur,Lamongan,Mawar Bersulur,FLORA (Mawar/ Rose/ 薔薇),"Hijau/ Green/ 緑, Merah/ Red/ 赤い, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,"Mawar sebagai simbolisasi entitas yang mampu menjaga nilai keindahan sebelum saatnya dipetik, melalui sulur-sulur yang merambat dan duri./ The rose as a symbol of an entity that preserves the value of beauty before the time it is plucked, through its creeping vines and thorns./ 薔薇は、美しさを守る存在の象徴です。摘まれるその時まで、つるを伸ばし、とげで守ります。"
Mutiara S Data 3 Bandeng Lele Enceng Gondok,Lamongan,Bandeng Lele Eceng Gondok,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Eceng Gondok/ Water Hyacinth / ホテイアオイ),"Hijau Kecoklatan/ Olive Green / オリーブグリーン, Hijau/ Green/ 緑, Merah/ Red/ 赤い, Coklat/ Brown/ 茶色, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Lampion,Sintetik (Remasol),Non Geometris,Hidup yang berdampingan dengan Flora dan Fauna./ Living alongside Flora and Fauna/ 動植物と共生する生活。
Mutiara S Data 4 Bangau dan Mawar Kombinasi,Lamongan,Bangau Mawar Kombinasi,FAUNA (Bangau/ Strok/ 鶴) // FLORA (Mawar/ Rose/薔薇),"Merah/ Red/ 赤い, Biru tua/ Dark Blue/ 紺色, Biru muda/ Light Blue / ライトブルー, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,"Sebuah pertunjukkan tentang keteguhan prinsip dalam memandang kehidupan. Dilambangkan dengan bangau di antara mawar bermekaran./ A performance about the steadfastness of principles in viewing life, symbolized by a strok among blooming roses./ 人生に対する信念の強さを描いた物語。咲き誇るバラの中に立つ鶴が象徴している。"
Mutiara S Data 5 Bandeng Lele Daun Waru,Lamongan,Bandeng Lele Daun Waru,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Daun Waru/ Sea Hibiscus Leaves / オオハマボウの葉),"Coklat kehijauan/ Greenish Brown/ オリーブブラウン, Putih/ White/ 白い, Merah/ Red/ 赤い, Hitam/ Black/ 黒い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,Hidup yang berdampingan tentang pragmen kehidupan yang bersahaja./ Living in harmony with the simple fragments of life./ 素朴な人生の断片と共に生きる。
Mutiara S Data 6 Karang Pring,Lamongan,Karang Pring,"FLORA (Karang/ Coral/ サンゴ, Pring/ Bamboo/ 竹) ","Kuning/ Yellow/ 黄色, Merah/ Red/ 赤い, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,Pragmen kehidupan bahari./Fragments of maritime life/海洋生活の断片
Mutiara S Data 7 Bandeng Lele Bunga Matahari,Lamongan,Bandeng Lele Bunga Matahari,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Bunga Matahari/ Sunflower /ひまわり),"Hijau/ Green/ 緑, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Lampion,Sintetik (Remasol),Non Geometris,Melambangkan hidup yang selaras dan berdampingan antar elemen./ Symbolizing a life in harmony and coexistence among elements./ 異なる要素が調和して共に生きることを表している。
Mutiara S Data 8 Singo Mengkok Kembang Brokoli ,Lamongan,Singo Mengkok Kembang Brokoli,CULTURE (Singo Mengkok/ Singo Mengkok /シンゴ・メンコック) // FLORA (Brokoli/ Cauliflower/ 花野菜),"Biru tua/ Dark Blue/ 紺色, Biru muda/ Light Blue / ライトブルー, Hitam/ Black/ 黒い",Tulis,Juantiu,Sintetik (Remasol),Non Geometris,Dalam hidup terdapat momentum yang mengharuskan mengganti landasan filosofis/ Life brings moments that push us to change the way we see and live by our philosophy./ 人生には、自分の生き方の哲学を見直し、変えなければならない瞬間があります。
Mutiara S Data 9 Camar Melati,Lamongan,Camar Melati,FAUNA (Camar/ Seagull / カモメ) // FLORA (Melati/ Jasmine / ジャスミン）,"Biru/ Blue/ 青い, Hitam/ Black/ 黒い",Tulis,Juantiu,Sintetik (Naptol),Non Geometris,Lingkungan yang tidak polutif mengundang kehadiran burung camar di garis pantai dan mekarnya melati yang berbagi semerbak wangi di daratan./ A non-polluted environment invites the presence of seagulls along the shoreline and the blooming of jasmine that shares its fragrance across the land./ 清らかな環境は、海岸線にカモメを呼び寄せ、陸地では咲き誇るジャスミンが香りを分け合います。
Mutiara S Data 10 Kipas Bunga Sepatu,Lamongan,Kipas Bunga Sepatu,FLORA (Bunga Sepatu/ Hibiscus/ ハイビスカス) // CULTURE (Kipas/ Folding Fan/ 手持ち扇),"Merah/ Red/ 赤い, Hitam/ Black/ 黒い, Putih/ White/ 白い",Tulis,Juantiu,Sintetik (Naptol),Non Geometris,"Hajat yang dikabulkan ketika bunga atau tumbuhan berhasil menunjukkan keindahannya, kupu-kupu akan datang./ When flowers or plants reveal their beauty, a wish is granted, and butterflies will come./ 花や植物がその美しさを見せるとき、願いが叶い、蝶がやって来ます。"
Mekar Sari Data 1 Patran Kipas Dam Pare,Lamongan,Patran Kipas Daun Pare,FLORA (Daun Pare/ Bitter Melon Leaves/ ツルレイシの葉 ) // CULTURE (Patran Kipas/ Folding Fan/ 手持ち扇),"Merah/ Red/ 赤い,
Hitam (dominan)/ Black/ 黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Tentang penerimaan bahwa rasa pahit berpoternsi sebagai penyembuh
Mekar Sari Data 2 Patran Pakis,Lamongan,Patran Pakis,FLORA (Pakis/ Fern/ シダ),"Merah/ Red/ 赤い,
Hitam/ Black/ 黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Harapan kemakmuran yang terus bertumbuh
Mekar Sari Data 3 Merak Nam Katil,Lamongan,Merak Nam Katil,"FAUNA (Merak/ Peacock/ 孔雀) // CLASSIC (Nam/ Nam / ナム, Anyaman/ Weaving/ 網目) ","Merah/ Red/ 赤い,
Hitam/ Black/黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,"Simbolisasi kewibawaan, keindahan, dan kedamaian."
Mekar Sari Data 4 Putihan Amarilis,Lamongan,Putihan Amarilis,FLORA (Amarilis/ Amarylis/ アマリリス),"Merah/ Red/ 赤い,
Hitam/ Black/ 黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,"Melambangkan keindahan, cinta, kebanggaan, dan kekuatan"
Mekar Sari Data 5 Putihan Mekar Sewindu,Lamongan,Putihan Mekar Sewindu,FLORA (Bunga/ Flower/ 花）,"Merah/ Red/ 赤い,
Hitam/ Black/ 黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Ornamen kelopak bunga yang menggambarkan bunga dengan delapan kelopak
Mekar Sari Data 6 Melati Deret,Lamongan,Melati Deret,FLORA (Melati/ Jasmine/ ジャスミン),"Oren/ Orange/ オレンジ,
Cokelat/ Brown/ 茶色,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Persembahan untuk memohon ridhanya atau karunia. Diwujudkan dalam bentuk ornamen bunga melati
Istiqomah Data 1 Bandeng Lele Watu Cacah,Lamongan,Bandeng Lele Watu Cacah,"FAUNA (Bandeng Lele/ Milkfish and Catfish/ ミルクフィッシュとナマズ) // GEOGRAPHY (Watu Pacah/ Cracked Stone / 割れ石模様)

","Biru Tua/ Dark Blue,
Hijau Tosca/ Turquoise / ターコイズ,
Merah/ Red/ 赤い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Remasol),Non Geometris,Identitas sosio kultural dan geografis
Istiqomah Data 2 Merak Latohan Kombinasi,Lamongan,Merak Latohan Kombinasi,FAUNA (Merak/ Peacock/ 孔雀),"Hitam/ Black/ 黒い,
Cokelat/ Brown/ 茶色",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Dalam situasi kurang menguntungkan (gelap) hendaknya tetap meneguhkan komitmen terhadap nilai keluhuran.
Istiqomah Data 3 Pisang Setandon,Lamongan,Pisang Setandon,FLORA (Pisang/ Banana/ バナナ),"Hijau Tosca/ Turquoise / ターコイズ,
Hitam/ Black/ 黒い,
Putih/ White/ 白い",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Tentang kesuburan Sumber Daya Alam
Istiqomah Data 4 Pisang Latohan,Lamongan,Pisang Latohan,FLORA (Pisang/ Banana/ バナナ),"Merah/ Red/ 赤い,
Kuning/ Yellow/ 黄色,
Oren/ Orange/ オレンジ",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Tentang kekayaan Sumber Daya Alam
Istiqomah Data 5 Bandeng Lele Batu Karang,Lamongan,Bandeng Lele Batu Karang,FAUNA (Bandeng Lele/ Milkfish and Catfish / ミルクフィッシュとナマズ) // FLORA (Batu Karang/ Coral Reef/ サンゴ礁),"Hitam (dominan)/ Black/ 黒い
Merah/ Red/ 赤い,
Kuning/ Yellow/ 黄色",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,Refleksi identitas sosio kultural
Istiqomah Data 6 Merak Nam Katil,Lamongan,Merak Nam Katil,"FAUNA (Merak/ Peacock/ 孔雀) // CLASSIC (Nam/ Nam / ナム, Anyaman/ Weaving/ 網目)","Ungu (dominan)/ Purple/ 紫
Hitam/ Black/ 黒い
Oren/ Orange/ オレンジ",Tulis,Juantiu,Sintetis (Naptol),Non Geometris,"Daya tarik, pesona, dan wibawa"
Mulifah Data 1 Parang Sulur Kembang Sepatu,Lamongan,Parang Sulur Kembang Sepatu,CULTURE (Parang/ Parang/ パラン) // FLORA (Sulur Kembang Sepatu/ Hibiscus Tendrils/ ハイビスカスのつる),"Hijau/ Green/ 緑, Hitam/ Black/ 黒い",Tulis,Prima Juantiu,Sintetis (Remasol),Non Geometris,Suasana yang bersahaja menciptakan ketentraman./A simple atmosphere brings peace of mind./ 素朴な雰囲気は安らぎを生み出します。
